,text,polarity,sentiment
5765,pfizerbiontech nhsheroes thank nhsuk 1 1 go,0.0,Neutral
5766,delbigtree jeffereyjaxen patrick_layton catharine_l good advertisement pfizers covid19 vaccine,0.7,Positive
5767,pregnantwomen higher risk developing severe coronavirus many public health officials recom,0.25,Positive
5768,israeli study finds pfizer vaccine 85 effective first shot drjdrooghaag,0.425,Positive
5769,breaking israeli study shows pfizervaccine 85 effective one dose pfizerbiontech,0.6,Positive
5770,covid vaccinations available uk halal watch video answer vaccine covid covidvaccine,0.4,Positive
5771,early reductions sarscov2 infection symptomatic covid19 rates healthcareworkers first dose,0.175,Positive
5772,good news early rate reductions sarscov2 infection covid19 bnt162b2 pfizerbiontech vaccine recipients,0.39999999999999997,Positive
5773,israeli study finds pfizerbiontech vaccine 85 effective first shot potentially adding debate delay,0.2833333333333333,Positive
5774,2 goodalarming 72yearold singaporean man received pfizerbiontech vaccine later suffers cardiac,-0.21666666666666667,Negative
5775,differentiate covid19 amp flucommon cold video help,-0.6,Negative
5776,pfizer launches first covid19 vaccine trial pregnant women pfizerbiontech pfizervaccine pregnancy pfizer,0.29166666666666663,Positive
5777,covid19 vaccination doses administered per 100 people february 15 2021 pfizerbiontech need,0.0,Neutral
5778,astrazeneca love pfizerbiontech actually nursing,0.25,Positive
5779,global pandemic covid19 need shoulders wheel everyone fairly quickly gets access necess,0.16666666666666666,Positive
5780,well well lets make haste vax safety laterpfizervaccine pfizerbiontech vaccinepassports,0.0,Neutral
5781,pfizerbiontech vaccine less effective southafrican mutation,0.21666666666666667,Positive
5782,highlights week getting call nhs yesterday book first jab evening,0.25,Positive
5783,pressure pull 7 doses pfizerbiontech vials thanks shipping delays potential,0.1,Positive
5784,dafyddhughes41 bcgovnews go research unlike us canada covid19 vaccine production,0.0,Neutral
5785,sinopharm pfizerbiontech surely right vaccine sa,0.2857142857142857,Positive
5786,pfizerbiontech jab yesterday consequence reevaluation risks patients huge thanks,0.30000000000000004,Positive
5787,nice spread pix todays irish sun residents craddock house nursing home naas celebrated recei,0.31666666666666665,Positive
5788,covid sickness dropped 958 pfizer shots israeli health ministry esta israel coronavirus,0.0,Neutral
5789,nstnation tenaga_nasional berhad tnb made preliminary preparations ensure electricity supply vaccine,0.0,Neutral
5790,sp 2nd dose pfizerbiontech coronavaccine,0.0,Neutral
5791,volunteers studies pfizerbiontech amp moderna covid19 vaccines still participating followup rese,0.0,Neutral
5792,single shot pfizerbiontech covid19 vaccine 85 effective study finds dhpsp pfizerbiontech,0.2642857142857143,Positive
5793,dose number 2 covid19vacccine pfizerbiontech vaccinated st michaels hospital,0.0,Neutral
5794,professor luke oneill said pfizerbiontech coronavirus vaccine kept regular freezer,0.0,Neutral
5795,rose webster getmygist phase 2 phase 23 analysis 9 stages pfizerbiontech,0.6,Positive
5796,received pfizer x biontech_group vaccine yesterday 26hrs dont feel well currently,0.0,Neutral
5797,headache fatigue sore arm far ibuprofen might early bedtime tonight covidvaccine,0.1,Positive
5798,pfizerbiontech decides participate local bridging trials required india approval,0.0,Neutral
5799,one pfizerbiontech shot gives 85 covid protection study,0.0,Neutral
5800,really encouraging news preliminary data study shows 75 efficacy pfizerbiontech vaccine preventing,0.2,Positive
5801,im feeling positive educators across grand cayman opportunity get first covid19 vaccin,0.32575757575757575,Positive
5802,single dose pfizerbiontech vaccine gives 85 protection covid19 according study israel,-0.07142857142857142,Negative
5803,im glad see president potus michigan governor govwhitmer touring pfizer manufacturer site w,0.5,Positive
5804,pfizerbiontech vaccine tested high school secondary kids,-0.06999999999999999,Negative
5805,pfizerbiontech vaccine stored ultra cold temperatures watch bill_hinklejr,-0.6,Negative
5806,phled mean well still virtual covid19 vaccine pfizerbiontech,-0.3125,Negative
5807,pfizerbiontech vaccine highly effective one dose stored normal freezers data shows,0.375,Positive
5808,good news innovation technology pfizerbiontech covid19 vaccine transportation,0.7,Positive
5809,biden visiting pfizer kalamazoo manufacturing site stops speak power science make life bett,0.0,Neutral
5810,adultsintheroom pfizerbiontech pfizerproud biden covid19 watching ceo first company worked fo,0.25,Positive
5811,albertbourla ceo pfizer wastes zero time today immediately takes big swing direct hit trum,-0.03333333333333333,Negative
5813,fauci says us sticking two doses biontechpfizer vaccine pfizerbiontech covid19vaccine,0.0,Neutral
5814,joebiden next christmas push keep 1 trillion help americans keep poor kill many pos,0.033333333333333326,Positive
5815,pfizerbiontech covidvaccine study pregnancy update,0.0,Neutral
5816,vaccines needed immunesystem novaccineforme nocovidvaccine vaccineskill vaccineinjury,0.0,Neutral
5817,biden visited pfizer plant kalamazoo amateur even putting lab coat playing amat,-0.25,Negative
5818,businesseuscandalcoronavirusworld pfizerbiontech wanted charge eu commission 5408 per dose,0.0,Neutral
5820,huge news jcvi energy right hate january pfizerbiontech covid19vaccine,-0.038095238095238106,Negative
5821,interesting analysis efficacy pfizerbiontech vaccine israel still study efficacy,0.5,Positive
5822,two days 2nd dose pfizerbiontech covid19 vaccine adverse issues op,0.0,Neutral
5823,second dose pfizerbiontech vaccine complete thank frontline workers unityhealthto amp eve,0.05,Positive
5824,m_reippuert ganeamarilena vonderleyen eu_commission skyriakideseu timmermanseu eucopresident uefrance,0.0,Neutral
5825,1st pfizerbiontech covid19 vaccination injection today please log zoeapp get yo,0.0,Neutral
5826,1st jab pfizer covid vaccine today 2nd jab booked 12 weeks today thank nhs amp,0.0,Neutral
5827,womenhealthpregnanthumanrights pregnant women get pfizerbiontech vaccine today starting,0.16666666666666666,Positive
5829,almost 45000 official reports sideeffects pfizerbiontech astrazenaca vaccines,0.0,Neutral
5830,pfizerbiontech jab independent storage temperature side effect remain pfizer revises ultracol,0.0,Neutral
5831,180221 452454 vaccinations daily vaccination numbers rolling 7 day average vaccines uk,-0.075,Negative
5832,first dose pfizerbiontech 85 percent effective coronavirus covid19,0.425,Positive
5833,thank nhsenglandldn wonderful gp first vaccine jab today feeling hopeful first time,0.5,Positive
5834,great news got one jab pfizer covid19 jab far pfizerbiontech vaccinesforall,0.45,Positive
5835,harsh usa nothing world covid vaccines tvmohandaspai pgurus1,-0.2,Negative
5836,one two doses study israel shows one shot pfizerbiontech 85 effective vaccine trials,0.6,Positive
5837,professor luke oneill said pfizerbiontech coronavirus vaccine kept,0.0,Neutral
5838,great experience administering pfizerbiontech covidvaccine priority group berliner,0.8,Positive
5839,potus excited coming pfizer pfizerproud pfizerbiontech,0.375,Positive
5840,pfizers covid19 vaccine highly effective one dose stored ordinary freezers according,0.175,Positive
5841,amazing news pfizerbiontech,0.6000000000000001,Positive
5842,speed efficacy vaccine development astounding pfizerbiontech vaccine partly financed,0.6,Positive
5843,covid19 vaccine developed pfizerbiontech generates robust immunity 1 dose stored ord,0.1,Positive
5844,oma got second dose pfizerbiontech covid vaccine today im grateful hugged prope,0.0,Neutral
5845,first dose covidvaccine pfizerbiontech,0.25,Positive
5846,pfizerbiontech vaccine highly effective one dose stored normal freezers data shows peer,0.375,Positive
5849,go vaccine done efficient pipeline hurt less injection flu jab covid_19vacccine,-0.16666666666666666,Negative
5850,karlabreu stevetiger999 got qualitative vaccination pfizerbiontech,0.0,Neutral
5851,full vacinated covidvaccine pfizerbiontech frontlineworker,0.35,Positive
5852,pfizerbiontech make easier cost effective transport,0.6,Positive
5853,19th february 2021 14 entire population received least one dose vaccine sarscov,-0.15,Negative
5854,pfizer vaccine 75 effective first shot israeli study pfizer pfizervaccine,0.425,Positive
5855,north korea accused attempting steal covid19 vaccine information us pharmaceutical company pfize,0.0,Neutral
5856,case anyone wonders ive experienced side effects whatsoever covid pfizerbiontech jab,0.8,Positive
5857,touché compete pfizerbiontech astrazeneca novavax johnsonandjohnson janssen,0.0,Neutral
5858,biontechpfizer covid vaccine longer needs ultracold storage via financialtimes,0.0,Neutral
5859,lbc vaccinedonation context european medics doubtful oxfordvaccine refuse accepting,-0.4,Negative
5860,2 new studies pfizerbiontech moderna vaccines examined efficacy looking neutralizin,0.13636363636363635,Positive
5861,pfizerbiontech covid19 vaccine 94 effective huge real world study coronavirus covid covid19,0.39999999999999997,Positive
5862,pfizerbiontech vaccine 94 effective huge real world study coronavirus covid covid19,0.39999999999999997,Positive
5863,pfizerbiontech vaccine 94 effective huge real world study coronavirus covid covid19 covid19vaccine,0.39999999999999997,Positive
5864,pfizerbiontech covid vaccine 94 effective huge real world study coronavirus covid covid19,0.39999999999999997,Positive
5865,pfizerbiontech coronavirus vaccine 94 effective huge real world study coronavirus covid covid19,0.39999999999999997,Positive
5866,pfizerbiontech covid_19 vaccine 94 effective huge real world study coronavirus covid covid19,0.39999999999999997,Positive
5868,vienna calling via youtube astrazeneca pfizerbiontech gatesofoblivion,0.0,Neutral
5869,pfizerbiontech covidー19 vaccine coursing body windingwheel,0.0,Neutral
5870,asone always commit connecting people improving lives expertise logistics transportat,0.0,Neutral
5871,proud opportunity make difference connecting people improving lives deliver,0.8,Positive
5872,huge shoutout heroes involved momentous event let vaccination begin malaysias fir,0.4000000000000001,Positive
5873,li333888 piersmorgan im seriously ocdg gut tells oxfordastrazeneca vaccine isnt good,0.18333333333333332,Positive
5874,pfizerbiontech shot stops covids spread israeli study shows pfizerbiontech vaccineswork,0.0,Neutral
5875,old people dying like flies despite covid19 pfizerbiontech vaccination,0.1,Positive
5876,noticed got pfizerbiontech vaccine amp davesharmas 2shop astrazenecavaccine az safe,0.5,Positive
5877,covid19 global vaccine update one vaccine dose two viral variants pfizerbiontech efficacy versus ti,0.0,Neutral
5878,im seriously ocdg gut tells oxfordastrazeneca vaccine isnt good pfizerbiontech look,0.18333333333333332,Positive
5879,waiting second dose pfizer covid vaccine shortly covidvaccine pfizerbiontech,0.0,Neutral
5880,covid19 vaccines pfizerbiontech arrived 10am morning via mh604 yes pm,0.0,Neutral
5881,pfizer says deepfreeze storage unnecessary israeli study shows vaccine 85 effective 1st shot cbs news,0.09999999999999998,Positive
5882,pfizerbiontech covid19 israel changed diamond industrie pharmaceutical industrie vaccines mo,0.0,Neutral
5883,convoy vehicles transporting first batch pfizerbiontech vaccines tightly controlled escorted,0.03571428571428571,Positive
5884,catch letter nst_online today coincidence arrival pfizerbiontech vaccine malaysia time,0.0,Neutral
5885,dha_dubai finally got first dose pfizerbiontech vaccine wonderful faultless experience amazing staff c,0.5700000000000001,Positive
5886,p_charles_id_dr getting mine wednesday cant wait pfizerbiontech covidー19,0.0,Neutral
5887,yonhapnews real journalism yonhap zero see news except pushing provacc,0.2,Positive
5888,national vaccine institute nvc assured covid19 vaccines astrazeneca sinovac thailand p,0.0,Neutral
5889,prguy17 scottythequeuejumper resignaustralians deserve get tge best vaccine pfizerbiontech astrazenecavaccine,1.0,Positive
5890,drpete00 scottythequeuejumper resignaustralians deserve get tge best vaccine pfizerbiontech astrazenecavaccine,1.0,Positive
5891,vaccine killing people amp lying theyre going come amp tell,0.0,Neutral
5892,welcome hukm pfizerbiontech comirnaty,0.8,Positive
5893,covidー19 pfizerbiontech,0.0,Neutral
5894,1st batch pfizerbiontech vaccines successfully touched malaysia global distributor,0.375,Positive
5895,got first dose pfizer vaccine today covidvaccine covid19vaccination pfizer covid19vaccine,0.25,Positive
5896,europeanunion europeancouncil europeancommission playing politics human lives russias sputnikv,0.0,Neutral
5897,historic moment malaysia welcomes first batch pfizerbiontech vaccine via malaysianairlines flight,0.125,Positive
5898,goodnews bopanc amp dovlieber pfizerbiontechs covid vaccine highly effective 1 dose amp,0.6,Positive
5899,greghuntmp scottmorrisonmp wants build confidence vaccine program govs,0.2,Positive
5900,people protesting arrival vaccine australia fuck leave society get along w,-0.4,Negative
5901,deux round deux completed justdoit justdidit covid_19 covid19vacccine pfizer pfizervacine,-0.2,Negative
5902,done x 2 vaccinationcovid pfizerbiontech letsgetthroughthis covid19uk,0.0,Neutral
5903,working well organized seamless vaccine clinic today staff cheerful patients excited f,0.2916666666666667,Positive
5904,businesshealthpolitics pfizerbiontech wanted charge eucommission 5408 per dose,0.0,Neutral
5906,pfizerbiontech tried gouge eu 65dollar vaccine doses europe_and_german_furious knowing f prev,0.0,Neutral
5907,whoop 1sy dose pfizerbiontech covidvaccine done last stab day covid19 coronavirus,0.0,Neutral
5908,un must confiscate factories vaccines produced covidー19 humanrights pfizerbiontech moderna,0.0,Neutral
5909,amaliniii dxb answer multiple questions health followed bp check dose administer,0.0,Neutral
5910,6week delay us 2nd dose pfizerbiontech c19 vaccines short supply amp en,0.0,Neutral
5911,6week delay 2nd dose pfizerbiontech vaccines short supply amp enable people,0.0,Neutral
5912,vaccinate youngest first important read tuftsuniversity professor dr justinhollander amp scsatcmu,0.325,Positive
5913,cdc mmwr monitoring usa vaccination program shows covid_19 vaccines safe local amp systemic reactions,0.25,Positive
5914,nstnation deputy chief minister datuk amar douglas uggah embas said registration done,0.0,Neutral
5915,arwmd oxygencareltd upmcinireland yes arwmd thanks efforts upmcinireland senior executives,0.2,Positive
5916,total 312390 doses covid19 pfizerbiontech vaccine arrive malaysia via kuala lumpur internati,0.0,Neutral
5917,jkjavmy nstnation government given assurance delivery pfizerbiontechs covid19 vaccine,0.0,Neutral
5918,nstnation first batch pfizerbiontechs covid19 vaccine expected arrive malaysia kuala lum,0.075,Positive
5919,vaccinators border staff contacts get vaccine first newzealand pfizerbiontech,0.25,Positive
5920,first covid jab two hours ago pfizerbiontech problem looking forward jab 2,0.25,Positive
5921,youre invited vaccine one would prefer based reports sideeffects,0.0,Neutral
5923,great news lets scale production worldwide biontechpfizer covid vaccine longer needs ultracold stora,0.8,Positive
5925,countries whose leaders head state head govt received covid19 vaccine updated feb,0.0,Neutral
5926,fantastic moment vaccine vaccinated pfizervaccine pfizer pfizerbiontech,0.4,Positive
5927,one year ago today covidvaccine covid19vaccine pfizerbiontech covax johnson amp johnson cidrap,0.0,Neutral
5928,12 minute important video prof dolores cahill regarding mrna covidvaccine pfizerbiontech,0.4,Positive
5929,lil_beethoven tim_burgess britain wecome astrazeneca rubbish germany doesnt want wants,0.2,Positive
5930,preliminary results israel pfizerbiontech shot seemed stop recipients infected,0.0,Neutral
5931,walked messy onstorm get first dose vaccine waited 30 minutes amp walked home covid19 pfizerbiontech,0.024999999999999994,Positive
5932,germany comes last least vaccinations despite codevelopers efficient curr,-0.15,Negative
5933,lunchtime date 2nd vaccine jab looking fowards cleaning boots boris telling us back,0.0,Neutral
5934,research led public health scotland found fourth week first dose hospitalisations reduced,0.08333333333333333,Positive
5935,wow right extremely good news sciencematters astrazeneca pfizerbiontech,0.3619047619047619,Positive
5936,monday 10th batch covid19vaccines jointly developed pfizerbiontech 28 080 vaccines total reach,0.05,Positive
5937,lead researcher says vaccines working spectacularly study reduction hospitalisations scotland aft,0.6,Positive
5938,pfizerbiontech shot stops covid spread israeli study shows pfizerbiontech covid19 vaccine tmrworld,0.0,Neutral
5941,get facts vaccines episode street talk covidvaccinesideeffects,0.0,Neutral
5942,vaccines work excellent news thelancet study published 4 days ago israelis pfizerbiontech,1.0,Positive
5943,early rate reductions sarscov2 infection covid19 bnt162b2 vaccine recipients pfizerbiontech mrna vacc,0.1,Positive
5944,pfizer jab 958 effective covid khabarhub pfizer pfizervaccine pfizerbiontech,0.6,Positive
5945,pfizerbiontech vaccine almost 90 effective stopping covid transmission,0.6,Positive
5946,22 fully vaccinated possible side effects includes pain injection site fever headache chills long,-0.025,Negative
5947,nstnation vaccine would delivered dhl express appointed delivery agent malaysia bayan,0.0,Neutral
5948,894 reduction covidー19 transmission great number news start week pfizerbiontech vaccine,0.8,Positive
5949,australia launched covid19 vaccination drive monday amid protests campaign including vocal show,0.0,Neutral
5950,potus romanpalacka brilliant anti covid19 vaccine im grateful usa germany well tolerated,0.9,Positive
5951,thankful got second dose pfizerbiontech covid19vaccine mother gets soon may others,0.0,Neutral
5952,thisisourshot mother getting pfizerbiontech vaccine,0.0,Neutral
5953,pfizer says covid vaccine stored higher temperatures pfizerbiontech,0.25,Positive
5954,finally positive epsilon big one much needed getting thoroughly sick tired n,-0.13740259740259742,Negative
5955,know people interested hearing reporting reaction wife,0.25,Positive
5956,make covidvaccines record time made pfizerbiontech first finish line saturday feb 27,0.25,Positive
5957,pfizerbiontech shot stops covids spread israeli study shows covid19 vaccines coronaviruspandemic,0.0,Neutral
5958,incredibly encouraging real world data efficacy pfizerbiontech vaccine even impressive w,0.7000000000000001,Positive
5959,coronavirus vaccine 99 effective preventing serious disease death pfizerbiontech pfizervaccine,0.13333333333333333,Positive
5960,dose two pfizerbiontech done thank utswnews running great operation thank science th,0.8,Positive
5961,shipment 312390 doses pfizerbiontech covid19 vaccine flown belgium via singapore,0.0,Neutral
5962,israel leads world covid vaccinations per capita published realworld data pfizers corona,0.0,Neutral
5963,4 million australians expected inoculated march scottmorrison among small group receiv,-0.175,Negative
5964,pfizer biontech studying third covid19 vaccine dose fight new strains wallstreetjournal covid19 vaccine,0.06818181818181818,Positive
5965,mrjamesob johnson always bets house 1 number hit win sometime problem damage,0.8,Positive
5966,vaccinated pfizerbiontech cried al way pain pride journ,0.0,Neutral
5967,got vaccinated morning first dose pfizerbiontech good far covidvaccine vaccinated,0.35000000000000003,Positive
5968,shortage doses leads delays covidー19 vaccination elderly health centres campaign b,0.0,Neutral
5969,call paul two jags keeley covidー19 pfizerbiontech ht colinhuggett joke,0.0,Neutral
5970,nstworld common side effects pfizerbiontech moderna covid19 vaccines include pain swelling,-0.3,Negative
5971,scrolling bit website youll see 505 people 100 actually received least 1 dose,-0.15,Negative
5972,decided address misinformation disinformation spread vaccines episode hea,0.0,Neutral
5973,done impfluencer pfizerbiontech pfizercovidvaccine,0.0,Neutral
5974,mrna envy ˈemˈärˈenˈā ˈenvē 1 feeling envy towards already moderna pfizer,0.0,Neutral
5975,payspace magazine global provide calculations facts helping determine buy,0.0,Neutral
5976,moment malaysians waiting finally arrival covid19 pfizerbiontech vaccine,0.0,Neutral
5977,ministry started administering moderna covid19 vaccine al wajba lebaib thumama health centers yesterd,0.0,Neutral
5978,got first jab injection site pain vomiting chills 1018 fever 2 days comes time,0.25,Positive
5979,nstnation successful simulation today health ministry says ready roll covid,0.475,Positive
5980,pfizerbiontech covid19 vaccines first shot reduced infection rates 70 healthcare workers 75 elderly,0.25,Positive
5981,166k vaccine doses developed pfizerbiontech arrived total weekly doses 80k next week,0.03333333333333333,Positive
5982,nstnation malaysia receive 180000 pfizerbiontech covid19 vaccines tomorrow said science techn,0.0,Neutral
5983,emirates makes first flight crew vaccinated second dose read gt,0.125,Positive
5985,stop youre watch media wont share link comments vaccine,0.0,Neutral
5986,nihrresearch peg ethanol cev daughter cant pfizerbiontech moderna,0.0,Neutral
5987,great news vaccines pfizerbiontech pfizervaccine pfizer vaccine doesnt need ultracold storage co,0.8,Positive
5988,travel2explorer hertsmerebc wednesday 24th pfizerbiontech,0.0,Neutral
5989,begin wonder second pfizerbiontech vaccine dose really necessary given global vaccine shortage,0.0,Neutral
5990,source shebaonlineorg g_regevy covid19 vaccine pfizervaccine pfizerbiontech epidemiology meded foamed,0.0,Neutral
5991,fresh promising vaccine news 35 days one dose oxfordastrazeneca pfizerbiontech vaccines reduced,0.25,Positive
5992,second dose done pfizerbiontech new lister building,0.06818181818181818,Positive
5993,mayukhaperera gita_mathew gods grace benevolence rulers amp govt dubai expatriate worker,0.0,Neutral
5994,day 1 post vaccine report side effects perhaps bit tired usual morning probl,-0.325,Negative
5995,got 1st jab last night completely unexpected overwhelmed joy gratitude thank science pfizerbiontech,0.3,Positive
5996,vonderleyen moussafakimht africacdc ms vonderleyen blaming astrazeneca pfizerbiontech disgraceful,0.0,Neutral
5997,two doses 3week schedule 94 efficacy bnt162b2 recently supported ho cdcgov adopt n,0.0,Neutral
5998,oped pharmatimes amnesty international pushing pharma companies including astrazeneca,0.0,Neutral
5999,thank science first dose covidvacccine pfizerbiontech pfizervaccine covid19 thankyouscience,0.25,Positive
6000,itosettimd_mba kinderdok thank pfizerbiontech,0.0,Neutral
6001,tomchivers online yes big ci overlap oxfordastrazeneca gt 27 days postvaccination pretty clea,0.125,Positive
6002,mophqatar long covid covidvaccine covid19vaccinereport indvend moderna,-0.05,Negative
6003,netshrink covaxin covishield sourcing pfizerbiontech vaccine oxfordastrazeneca vaccine,0.0,Neutral
6004,enroll vaccination covidvaccine covid19vaccinereport indvend moderna,0.0,Neutral
6005,dha_dubai dxbmediaoffice covid19vaccine pfizerbiontech pfizer corona would like thank dubai uae,0.0,Neutral
6006,understand uk run pfizerbiontech vaccine 2nd shots idiot borisjohnson used 2nd shots gi,-0.26666666666666666,Negative
6007,second pfizerbiontech covid19 vaccine morning thank ouhospitals,0.0,Neutral
6008,malaysias prime minister tan sri muhyiddin yassin became first person country receive covid19 v,0.25,Positive
6009,early birthday present first done recommend take offered,0.11666666666666665,Positive
6010,happy emotional got first dose pfizerbiontech vaccine today grateful amazing nhs thank,0.41250000000000003,Positive
6011,possible vonderleyen still didnt resign disastrous job european commission almo,-0.2333333333333333,Negative
6012,smooth redbridgelive hq vaccine pfizerbiontech,0.4,Positive
6013,yes yes yes 2nd dose received covidvaccine pfizerbiontech thank nhs,0.0,Neutral
6014,1st jab done pfizerbiontech jab,0.0,Neutral
6015,fresh supply pfizerbiontech vaccine covid19 stock dubai arrival fresh shipment,0.3,Positive
6016,pls watch outstanding visual explainer pfizerbiontech vaccine mechanism action dr siouxsiew tob,0.19999999999999998,Positive
6017,marks beginning malaysias national inoculation program mashablesea covid19 malaysia vaccine,0.0,Neutral
6018,nstnation medical groups private healthcare players lauded government kickstarting national c,0.0,Neutral
6019,retweet erc_research started make vaccine individual ended making one mankind erc g,0.0,Neutral
6020,nstnation feel thing injection quickly feels like injection,0.3333333333333333,Positive
6021,nstnation wan rosdy said total 100 frontliners including policemen scheduled receive first dose,0.016666666666666663,Positive
6022,surprised morrison govt outsourced covid vaccination private contractor healthcare austra,0.05,Positive
6023,nstnation prime minister tan sri muhyiddinyassin received first dose pfizerbiontech covid19 vaccine,0.25,Positive
6024,like finished 2ndlast dose pfizerbiontech covid vaccine,0.0,Neutral
6025,nstnation first vaccines arrived taiping hospital 1145am followed army hospital 1215pm,0.25,Positive
6026,started make vaccine individual ended making one mankind erc grantee ugur sahin says,0.0,Neutral
6027,pfizerbiontech able ship 120 million doses covid19 vaccine moderna delivered 100,0.5,Positive
6028,nstnation prime minister tan sri muhyiddin yassin received first dose pfizerbiontech covid19 vaccine,0.25,Positive
6029,nstnation prime minister tan sri muhyiddinyassin arrived presint 11 district health clinic,0.0,Neutral
6030,rosepet19239091 mstone1104 second received monday like 1st slightly sore arm side effect pfizerbiontech,-0.08333333333333333,Negative
6031,nstnation first batch covid19 pfizerbiontech vaccines safely arrived state today transported l,0.375,Positive
6032,done 1st dose vaccine pfizer covid covid19 covid19vaccination pfizerbiontech,0.0,Neutral
6033,mom getting second pfizerbiontech covidvaccine saturday backdrop 500k rip,0.0,Neutral
6034,quite reprehensible true pfizerbiontech vaccine,0.35,Positive
6035,hope two elderly people fine covid vaccine meant safe overdose may fatal,0.45833333333333337,Positive
6036,pfizerbiontech pfizer maybe offer good news dare,0.7,Positive
6037,nstnation centres set several districts including pasir mas kota baru vaccine,0.0,Neutral
6038,930am morning elderly people daily life received doses covid vaccine,0.0,Neutral
6039,nytimes great endorsement pfizerbiontech sarcshe learned contracted viru,0.8,Positive
6040,bridget_joy_ yes believe vaccine pfizerbiontech moderna,0.0,Neutral
6041,data vaccines could dispel doubt covid19 vaccines pfizerbiontech tmrnews,0.0,Neutral
6042,imma research something pfizerbiontech,0.0,Neutral
6043,vaccinated pfizerbiontech comirnaty covid19vaccine covid19 covidー19,0.0,Neutral
6044,12 hours slightly achey arm slight headache anything lots hope pfizer pfizerbiontech,-0.16666666666666666,Negative
6045,thank nhs pfizerbiontech beginningoftheend,0.0,Neutral
6046,given reticence black community regarding vaccine felt important post experience receiv,0.11666666666666668,Positive
6047,drrosena comment nhstrust extend beyond 12 weeks second pfizerbiontech vaccine rosena,0.0,Neutral
6048,first realworld uk data shows pfizerbiontech vaccine provides high levels covid19 protection first,0.22,Positive
6049,global clinical trial evaluate covid19 pregnant women commences involving pfizer biontech_group,0.16666666666666666,Positive
6050,brazils health regulatory agency said tuesday approved pfizerbiontech covid19 vaccine widesprea,0.0,Neutral
6051,anaphylaxiscoms advice anaphylactic excipients vaccines daugh,0.0,Neutral
6052,update brazils health regulatory agency said tuesday approved pfizerbiontech covid19 vaccine wid,0.0,Neutral
6053,horrified level deaths adversereactions upcoming surge autoimmunedisease,0.0,Neutral
6054,feb 22 ukraines healthcare ministry registered oxfordastrazeneca vaccine emergency use ukrinform_news,0.0,Neutral
6055,early data phe_uk study shows pfizerbiontech vaccine provides high levels protection infection,0.13,Positive
6056,frontline worker im blessed grateful get first dose covid19 vaccine today risked,0.25,Positive
6057,lots happy smiling 85 years olds delighted get first dose pfizerbiontech vaccine churchtowngp,0.5833333333333334,Positive
6058,21 hours pfizerbiontech vaccine dose 2 100f fever cutaneous hyperesthesia amp restless fatig,0.0,Neutral
6059,huge thank dr ugur sahin dr özlem türeci delivered vaccine pfizerbiontech science works,0.4000000000000001,Positive
6060,ive fauci ouchied pfizerbiontech covidjab covidvacccine,0.0,Neutral
6061,never much owed many ask aim answer one word victory,0.2,Positive
6062,expensive boots cheap watch sort day got pfizered next appointment booked still alive havent developed,0.020000000000000007,Positive
6063,thats wrap royalfreenhs second dose pfizerbiontech covid19 vaccine getvaccinated,0.0,Neutral
6064,2nd doselast dose vaccine tomorrow pfizerbiontech covid19vaccination,0.0,Neutral
6065,angy_cocco siamo ancora fase 3 con fase 4 sovrapposta non dimenticatelo pfizerbiontech vaccine ha,0.0,Neutral
6067,healths facts covid19 11 dead 655 cases recorded nigeria covid19 coronavirusupdates pfizerbiontech,-0.2,Negative
6068,pfizer covid19 vaccine works well big real world test says latest study covid19,0.2333333333333333,Positive
6069,first big realworld study pfizerbiontech vaccine independently reviewed shows shot highly,0.10250000000000001,Positive
6070,ended feeling great two days misery sleepiness nothing still extraordinarily thankful,0.5666666666666667,Positive
6071,pfizer covid vaccine 94 effective real world study 12 mn people finds israelmfa pfizer biontech_group,0.4,Positive
6072,second covid19 vaccination haircut day feeling good selfie haircut covid19vaccine,0.35,Positive
6073,deborahhealy_ vaccinated fullycovid19vaccine pfizerbiontech 6 weeks since received 2nd,0.0,Neutral
6074,first big realworld study pfizerbiontech vaccine shows shot highly effective preventing covi,0.2833333333333333,Positive
6075,research israel showed two doses pfizer shot cut symptomatic covid19 cases 94 percent across,0.0,Neutral
6076,pfizerbiontech covid19 vaccine reduces symptomatic coronavirus 94 real world researchers pfizervaccine,0.2,Positive
6077,beginning hopemarsmission started meanwhile effect pfizerbiontech locked,0.0,Neutral
6078,nstnation kelantan health director datuk dr zaini hussin said rest doses delivered state,0.0,Neutral
6079,finally received second covid19 vaccination shot today covid19vaccine pfizerbiontech,0.0,Neutral
6080,great news pfizerbiontech vaccine vaccineswork,0.8,Positive
6081,jampj pfizer biontech vaccine real world data covid19vaccine pfizerbiontech jjvaccine via physns1stwatch,0.2,Positive
6082,nstnation amount increase time time according delivery schedule previously announced,-0.16666666666666666,Negative
6083,smh new cure covid19 almost adult could follow eating 9 ginsoaked golden raisins soak,0.1787878787878788,Positive
6084,covaxed yahoo pfizerbiontech vaccinesworkgb gbpublichealth well done,0.0,Neutral
6085,staywoques pharaoh getting pfizer vaccine via youtube followme vaccines,0.0,Neutral
6086,2nd vaccine today side effects far bonus feel return normal life coming covid19vaccine,0.08333333333333333,Positive
6087,grateful amazing nhsuk nhs covidvaccine weeks ago grateful nurses ca,0.6000000000000001,Positive
6088,pfizerbiontech covid19 vaccine 94 effective preventing symptomatic cases 2 doses israels na,0.6,Positive
6089,englishlit possible side effects pfizer biontech v pfizervaccine pfizer,0.0,Neutral
